Date,Open,High,Low,Close,Volume
2014-12-31,23605.0,23605.0,23605.0,23605.0,0
2015-01-02,23857.800781,23857.800781,23857.800781,23857.800781,0
2015-01-05,23721.300781,23721.300781,23721.300781,23721.300781,0
2015-01-06,23485.400391,23485.400391,23485.400391,23485.400391,0
2015-01-07,23681.300781,23681.300781,23681.300781,23681.300781,0
2015-01-08,23835.5,23835.5,23835.5,23835.5,0
2015-01-09,23919.900391,23919.900391,23919.900391,23919.900391,0
2015-01-12,24026.5,24026.5,24026.5,24026.5,0
2015-01-13,24216.0,24216.0,24216.0,24216.0,0
2015-01-14,24112.599609,24112.599609,24112.599609,24112.599609,0
2015-01-15,24350.900391,24350.900391,24350.900391,24350.900391,0
2015-01-16,24103.5,24103.5,24103.5,24103.5,0
2015-01-20,23951.199219,23951.199219,23951.199219,23951.199219,0
2015-01-21,24352.599609,24352.599609,24352.599609,24352.599609,0
2015-01-22,24522.599609,24522.599609,24522.599609,24522.599609,0
2015-01-23,24850.400391,24850.400391,24850.400391,24850.400391,0
2015-01-26,24909.900391,24909.900391,24909.900391,24909.900391,0
2015-01-27,24807.300781,24807.300781,24807.300781,24807.300781,0
2015-01-28,2300.0,2300.0,2300.0,2300.0,4090
2015-01-29,24595.800781,24595.800781,24595.800781,24595.800781,0
2015-01-30,24507.099609,24507.099609,24507.099609,24507.099609,0
2015-02-02,0.275,0.275,0.222,0.246,5881
2015-02-03,24554.800781,24554.800781,24554.800781,24554.800781,0
2015-02-04,24679.800781,24679.800781,24679.800781,24679.800781,0
2015-02-05,24765.5,24765.5,24765.5,24765.5,0
2015-02-06,24679.400391,24679.400391,24679.400391,24679.400391,0
2015-02-09,24521.0,24521.0,24521.0,24521.0,0
2015-02-10,0.276,0.276,0.259,0.27,8800
2015-02-11,24315.0,24315.0,24315.0,24315.0,0
2015-02-12,24422.199219,24422.199219,24422.199219,24422.199219,0
2015-02-13,24682.5,24682.5,24682.5,24682.5,0
2015-02-17,2100.0,2100.0,2100.0,2100.0,0
2015-02-18,2100.0,2100.0,2100.0,2100.0,0
2015-02-19,0.293,0.295,0.29,0.29,14700
2015-02-20,20.530001000000002,20.530001000000002,20.530001000000002,20.530001000000002,0
2015-02-23,24836.800781,24836.800781,24836.800781,24836.800781,0
2015-02-24,24750.099609,24750.099609,24750.099609,24750.099609,0
2015-02-25,24778.300781,24778.300781,24778.300781,24778.300781,0
2015-02-26,2400.0,2400.0,2400.0,2400.0,210
2015-02-27,24823.300781,24823.300781,24823.300781,24823.300781,0
2015-03-02,24887.400391,24887.400391,24887.400391,24887.400391,0
2015-03-03,24702.800781,24702.800781,24702.800781,24702.800781,0
2015-03-04,24465.400391,24465.400391,24465.400391,24465.400391,0
2015-03-05,24193.0,24193.0,24193.0,24193.0,0
2015-03-06,24164.0,24164.0,24164.0,24164.0,0
2015-03-09,24123.099609,24123.099609,24123.099609,24123.099609,0
2015-03-10,23897.0,23897.0,23897.0,23897.0,0
2015-03-11,23718.0,23718.0,23718.0,23718.0,0
2015-03-12,23798.0,23798.0,23798.0,23798.0,0
2015-03-13,23823.199219,23823.199219,23823.199219,23823.199219,0
2015-03-16,23949.599609,23949.599609,23949.599609,23949.599609,0
2015-03-17,23901.5,23901.5,23901.5,23901.5,0
2015-03-18,24120.099609,24120.099609,24120.099609,24120.099609,0
2015-03-19,24468.900391,24468.900391,24468.900391,24468.900391,0
2015-03-20,24375.199219,24375.199219,24375.199219,24375.199219,0
2015-03-23,0.21,0.21,0.172,0.179,24577
2015-03-24,24399.599609,24399.599609,24399.599609,24399.599609,0
2015-03-25,24528.199219,24528.199219,24528.199219,24528.199219,0
2015-03-26,24497.099609,24497.099609,24497.099609,24497.099609,0
2015-03-27,24486.199219,24486.199219,24486.199219,24486.199219,0
2015-03-30,2400.0,2400.0,2400.0,2400.0,1190
2015-03-31,24900.900391,24900.900391,24900.900391,24900.900391,0
2015-04-01,25082.800781,25082.800781,25082.800781,25082.800781,0
2015-04-02,25275.599609,25275.599609,25275.599609,25275.599609,0
2015-04-06,1900.0,2000.0,1900.0,2000.0,751
2015-04-07,1900.0,1900.0,1900.0,1900.0,6847
2015-04-08,26236.900391,26236.900391,26236.900391,26236.900391,0
2015-04-09,26944.400391000003,26944.400391000003,26944.400391000003,26944.400391000003,0
2015-04-10,27272.400391000003,27272.400391000003,27272.400391000003,27272.400391000003,0
2015-04-13,28016.300781,28016.300781,28016.300781,28016.300781,0
2015-04-14,27561.5,27561.5,27561.5,27561.5,0
2015-04-15,27618.800781,27618.800781,27618.800781,27618.800781,0
2015-04-16,0.218,0.218,0.218,0.218,0
